FID,OBJECTID,MouthLat,MouthLon,delta_name,BasinID,BasinArea,Continent,ChannelSlo,Discharge_,Discharge1,TidalAmp,QRiver_pri,QTide,QWave,RFluvial,Rtide,Rwave,Wave_lat,Wave_lon
58,59,24.445833333300001,121.812500000000000,215546.000000000000000,215546.000000000000000,316.000000000000000,6.000000000000000,0.012766675940700,14.722500139699999,0.020820610225200,0.893000000000000,4.749571953120000,0.006716860956630,365.883026122999980,0.012814538991700,0.000018122365021,0.987167338643000,24.000000000000000,122.000000000000000
59,60,-8.275000000000000,142.404166667000000,712650.000000000000000,712650.000000000000000,63449.000000000000000,6.000000000000000,0.000015000000000,2510.000000000000000,49951.277343800000000,0.425000000000000,2219.000000000000000,44160.113317000003000,50.000000000000000,0.047793288337200,0.951129801155000,0.001076910507820,-8.500000000000000,142.500000000000000
60,61,-38.708333333299997,177.937500000000000,176628.000000000000000,176628.000000000000000,2190.000000000000000,7.000000000000000,0.004660000000000,41.000000000000000,0.071998722851300,0.708000000000000,295.000000000000000,0.071998722851300,364.423217772999980,0.447311811551000,0.000109172471688,0.552579015978000,-39.000000000000000,178.000000000000000
61,62,60.445500000000003,215.150388999999990,54.000000000000000,54.000000000000000,65276.000000000000000,8.000000000000000,0.000300000000000,1240.000000000000000,2289.653320309999800,2.111000000000000,2218.000000000000000,2289.653320309999800,451.108154297000000,0.447289108653000,0.461738950751000,0.090971940595800,60.000000000000000,215.500000000000000
62,63,63.039639000000001,195.535639000000000,125.000000000000000,125.000000000000000,820635.000000000000000,8.000000000000000,0.000110000000000,6620.000000000000000,7134.469238280000400,0.780000000000000,1702.000000000000000,1834.269885729999900,11.583861350999999,0.479726652035000,0.517008314461000,0.003265033503860,63.000000000000000,196.000000000000000
63,64,68.049999999999997,53.950000000000003,217.000000000000000,217.000000000000000,316364.000000000000000,8.000000000000000,0.000050000000000,4099.000000000000000,17771.044921900000000,0.686000000000000,193.000000000000000,836.743515473000000,3.098704814910000,0.186863004057000,0.810136823454000,0.003000172489120,68.000000000000000,54.000000000000000
64,65,69.450000000000003,225.849999999999990,252.000000000000000,252.000000000000000,1757520.000000000000000,8.000000000000000,0.000050000000000,9750.000000000000000,2999.243408200000000,0.195000000000000,3153.000000000000000,969.909176007000040,11.247849464400000,0.762670595377000,0.234608692904000,0.002720711718280,69.000000000000000,226.000000000000000
65,66,69.527028000000001,161.383332999999990,267.000000000000000,267.000000000000000,656200.000000000000000,8.000000000000000,0.000080000000000,3784.000000000000000,35.846549987800003,0.051000000000000,186.000000000000000,1.762013292210000,31.974615097000001,0.846467889143000,0.008018750925270,0.145513359932000,69.500000000000000,161.500000000000000
66,67,71.533666999999994,136.549916999999990,331.000000000000000,331.000000000000000,233999.000000000000000,8.000000000000000,0.000030000000000,1009.000000000000000,10.323776245099999,0.018000000000000,95.000000000000000,0.972010647459000,27.451982498200000,0.769704476243000,0.007875378382160,0.222420145375000,71.500000000000000,137.000000000000000
67,68,71.549999999999997,150.750000000000000,333.000000000000000,333.000000000000000,326533.000000000000000,8.000000000000000,0.000150000000000,1734.000000000000000,1.817524552350000,0.030000000000000,346.000000000000000,0.362666375497000,15.478935241700000,0.956219512775000,0.001002279378260,0.042778207847100,71.500000000000000,151.000000000000000
68,69,73.150806000000003,123.451250000000000,364.000000000000000,364.000000000000000,2457940.000000000000000,8.000000000000000,0.000010000000000,16240.000000000000000,14068.393554700000000,0.068000000000000,631.000000000000000,546.622926908999940,4.193387508390000,0.533923920581000,0.462527822844000,0.003548256575270,73.000000000000000,123.500000000000000
